Version,Set,Item1,Item2,Item3,Item4
167,4,8,2,17,7
167,5,8,3,9,1
167,6,4,2,9,10
167,7,3,11,5,10
167,8,11,6,4,12
167,9,12,7,5,13
167,10,6,8,14,13
167,11,14,9,15,7
167,12,10,16,15,8
167,13,9,17,16,11
167,14,12,17,10,1
168,1,15,17,5,6
168,2,7,16,6,1
168,3,2,7,8,17
168,4,9,3,8,1
168,5,2,10,9,4
168,6,11,3,5,10
168,7,6,12,11,4
168,8,12,7,13,5
168,9,6,13,14,8
168,10,15,9,7,14
168,11,15,16,10,8
168,12,16,17,11,9
168,13,17,10,1,12
168,14,1,13,2,11
169,1,6,1,7,16
169,2,17,7,2,8
169,3,8,1,9,3
169,4,9,2,10,4
169,5,5,10,3,11
169,6,6,12,4,11
169,7,5,12,13,7
169,8,14,13,6,8
169,9,14,15,7,9
169,10,15,10,8,16
169,11,11,9,17,16
169,12,17,12,1,10
169,13,2,11,1,13
169,14,12,3,14,2
170,1,2,7,8,17
170,2,8,1,9,3
170,3,9,2,10,4
170,4,11,5,10,3
170,5,6,11,12,4
170,6,13,5,7,12
170,7,6,8,13,14
170,8,7,14,15,9
170,9,8,10,15,16
170,10,11,16,9,17
170,11,10,1,12,17
170,12,2,11,13,1
170,13,3,2,14,12
170,14,15,13,4,3
171,1,5,4,12,1
171,2,5,13,2,6
171,3,3,6,14,7
171,4,4,8,7,15
171,5,9,5,16,8
171,6,10,9,17,6
171,7,10,1,11,7
171,8,11,2,12,8
171,9,9,3,13,12
171,10,4,14,13,10
171,11,14,5,11,15
171,12,12,6,16,15
171,13,17,16,13,7
171,14,17,14,1,8
172,1,13,6,2,5
172,2,3,7,14,6
172,3,8,7,4,15
172,4,9,8,16,5
172,5,17,6,10,9
172,6,7,11,1,10
172,7,8,2,11,12
172,8,13,3,9,12
172,9,10,4,13,14
172,10,11,15,5,14
172,11,16,6,15,12
172,12,16,17,13,7
172,13,17,8,1,14
172,14,2,15,9,1
173,1,3,7,14,6
173,2,7,8,15,4
173,3,9,5,16,8
173,4,9,10,6,17
173,5,1,11,10,7
173,6,12,8,2,11
173,7,9,3,13,12
173,8,10,13,4,14
173,9,11,15,14,5
173,10,15,6,12,16
173,11,13,17,16,7
173,12,17,8,1,14
173,13,2,9,15,1
173,14,10,16,2,3
174,1,4,7,15,8
174,2,8,16,9,5
174,3,17,6,9,10
174,4,1,11,10,7
174,5,11,2,8,12
174,6,12,3,13,9
174,7,4,10,14,13
174,8,5,11,14,15
174,9,6,15,16,12
174,10,17,16,7,13
174,11,14,8,17,1
174,12,2,1,9,15
174,13,3,2,16,10
174,14,3,11,4,17
175,1,5,16,8,9
175,2,10,17,6,9
175,3,1,7,11,10
175,4,11,8,2,12
175,5,12,9,3,13
175,6,13,4,10,14
175,7,15,11,5,14
175,8,15,16,12,6
175,9,16,7,17,13
175,10,14,17,8,1
175,11,15,1,2,9
175,12,16,10,2,3
175,13,11,17,3,4
175,14,4,12,1,5
176,1,6,10,9,17
176,2,7,11,10,1
176,3,12,2,8,11
176,4,3,9,12,13
176,5,14,4,13,10
176,6,5,14,15,11
176,7,16,6,12,15
176,8,16,17,7,13
176,9,1,14,8,17
176,10,9,2,15,1
176,11,10,16,3,2
176,12,3,17,11,4
176,13,5,12,4,1
176,14,5,6,13,2
177,1,11,10,1,7
177,2,8,11,2,12
177,3,9,12,3,13
177,4,4,13,10,14
177,5,14,11,5,15
177,6,15,6,12,16
177,7,17,7,16,13
177,8,14,17,8,1
177,9,15,2,9,1
177,10,16,2,10,3
177,11,17,11,3,4
177,12,12,4,1,5
177,13,13,2,6,5
177,14,6,14,3,7
178,1,12,2,11,8
178,2,12,3,9,13
178,3,4,14,13,10
178,4,15,5,14,11
178,5,6,12,15,16
178,6,16,13,17,7
178,7,8,17,1,14
178,8,2,9,15,1
178,9,16,3,2,10
178,10,17,3,4,11
178,11,1,4,12,5
178,12,13,6,2,5
178,13,6,14,7,3
178,14,7,4,8,15
179,1,3,13,9,12
179,2,4,13,10,14
179,3,15,5,14,11
179,4,16,6,12,15
179,5,16,13,7,17
179,6,8,17,1,14
179,7,9,2,15,1
179,8,16,2,10,3
179,9,11,3,4,17
179,10,5,4,12,1
179,11,5,2,6,13
179,12,14,3,7,6
179,13,15,8,4,7
179,14,8,5,16,9
180,1,13,4,10,14
180,2,14,11,15,5
180,3,16,15,6,12
180,4,17,13,7,16
180,5,8,1,14,17
180,6,2,1,9,15
180,7,16,10,2,3
180,8,17,3,11,4
180,9,1,4,12,5
180,10,2,13,6,5
180,11,14,3,6,7
180,12,7,8,4,15
180,13,9,16,5,8
180,14,6,9,17,10
181,1,5,15,11,14
181,2,12,15,16,6
181,3,7,16,13,17
181,4,1,8,14,17
181,5,1,15,2,9
181,6,16,10,2,3
181,7,4,11,3,17
181,8,5,12,1,4
181,9,6,2,5,13
181,10,3,7,14,6
181,11,7,15,8,4
181,12,8,9,5,16
181,13,10,6,9,17
181,14,11,1,7,10
182,1,12,6,15,16
182,2,17,13,7,16
182,3,8,14,1,17
182,4,1,15,9,2
182,5,10,2,16,3
182,6,3,11,4,17
182,7,4,1,12,5
182,8,5,6,2,13
182,9,3,6,7,14
182,10,7,8,4,15
182,11,8,5,16,9
182,12,17,6,9,10
182,13,10,7,11,1
182,14,2,11,12,8
183,1,13,16,17,7
183,2,8,14,17,1
183,3,2,1,15,9
183,4,3,10,2,16
183,5,4,11,3,17
183,6,5,4,12,1
183,7,2,6,5,13
183,8,7,6,3,14
183,9,7,8,15,4
183,10,9,16,8,5
183,11,9,10,17,6
183,12,7,1,11,10
183,13,12,11,2,8
183,14,3,13,9,12
184,1,17,14,8,1
184,2,1,15,2,9
184,3,3,2,16,10
184,4,11,17,3,4
184,5,4,1,5,12
184,6,13,6,5,2
184,7,14,6,7,3
184,8,15,8,4,7
184,9,5,8,9,16
184,10,6,9,17,10
184,11,10,7,11,1
184,12,12,11,2,8
184,13,12,3,13,9
184,14,14,4,13,10
185,1,9,1,15,2
185,2,2,3,10,16
185,3,3,17,11,4
185,4,4,5,12,1
185,5,2,5,6,13
185,6,14,3,6,7
185,7,7,15,8,4
185,8,9,16,5,8
185,9,17,9,10,6
185,10,7,1,10,11
185,11,8,11,2,12
185,12,12,9,3,13
185,13,10,14,4,13
185,14,5,15,14,11
186,1,2,3,10,16
186,2,17,3,4,11
186,3,4,12,1,5
186,4,13,5,2,6
186,5,14,7,3,6
186,6,7,4,15,8
186,7,8,16,5,9
186,8,17,10,9,6
186,9,11,1,7,10
186,10,11,12,8,2
186,11,12,13,3,9
186,12,10,13,14,4
186,13,5,15,11,14
186,14,12,15,6,16
187,1,4,3,11,17
187,2,12,4,1,5
187,3,2,5,6,13
187,4,14,7,6,3
187,5,15,4,7,8
187,6,5,16,8,9
187,7,17,10,9,6
187,8,11,10,1,7
187,9,11,8,12,2
187,10,12,9,3,13
187,11,14,13,4,10
187,12,5,15,11,14
187,13,16,15,12,6
187,14,7,16,13,17
188,1,6,1,14,4
188,2,15,2,7,5
188,3,3,8,6,16
188,4,4,7,9,17
188,5,1,5,8,10
188,6,9,2,6,11
188,7,10,3,12,7
188,8,11,13,8,4
188,9,9,5,14,12
188,10,13,10,15,6
188,11,11,14,7,16
188,12,15,17,12,8
188,13,13,1,9,16
188,14,10,2,14,17
189,1,5,15,2,7
189,2,16,6,3,8
189,3,9,17,4,7
189,4,10,5,1,8
189,5,9,2,11,6
189,6,10,12,7,3
189,7,13,4,11,8
189,8,14,5,12,9
189,9,10,6,13,15
189,10,11,16,14,7
189,11,12,8,15,17
189,12,16,9,1,13
189,13,2,14,17,10
189,14,15,3,11,1
190,1,3,6,16,8
190,2,9,17,4,7
190,3,1,8,5,10
190,4,2,9,6,11
190,5,7,10,3,12
190,6,4,8,13,11
190,7,5,9,12,14
190,8,6,10,15,13
190,9,7,14,16,11
190,10,17,12,8,15
190,11,13,1,16,9
190,12,2,17,10,14
190,13,3,15,11,1
190,14,12,2,4,16
191,1,7,17,9,4
191,2,1,10,8,5
191,3,9,11,6,2
191,4,12,3,7,10
191,5,11,4,13,8
191,6,12,5,14,9
191,7,10,6,13,15
191,8,11,7,14,16
191,9,12,17,8,15
191,10,9,16,1,13
191,11,14,2,10,17
191,12,11,1,15,3
191,13,2,12,16,4
191,14,3,13,17,5
192,1,1,10,5,8
192,2,11,9,6,2
192,3,3,7,12,10
192,4,13,8,4,11
192,5,12,5,9,14
192,6,13,6,15,10
192,7,16,14,11,7
192,8,12,8,17,15
192,9,1,9,16,13
192,10,10,14,17,2
192,11,3,1,15,11
192,12,12,2,4,16
192,13,13,3,5,17
192,14,14,6,4,1
193,1,9,2,11,6
193,2,7,12,3,10
193,3,4,8,13,11
193,4,5,12,14,9
193,5,6,13,10,15
193,6,16,7,14,11
193,7,12,15,8,17
193,8,9,1,16,13
193,9,10,2,17,14
193,10,1,3,15,11
193,11,2,4,12,16
193,12,5,17,13,3
193,13,6,4,14,1
193,14,15,2,5,7
194,1,3,12,10,7
194,2,13,8,4,11
194,3,14,5,9,12
194,4,10,15,6,13
194,5,11,16,14,7
194,6,8,15,12,17
194,7,13,16,1,9
194,8,17,10,14,2
194,9,1,3,11,15
194,10,2,12,16,4
194,11,5,13,3,17
194,12,14,1,6,4
194,13,15,2,5,7
194,14,6,16,3,8
195,1,11,4,8,13
195,2,12,14,5,9
195,3,10,13,6,15
195,4,14,7,11,16
195,5,17,8,12,15
195,6,13,9,16,1
195,7,14,17,10,2
195,8,15,11,1,3
195,9,4,2,12,16
195,10,13,17,5,3
195,11,4,6,1,14
195,12,5,15,7,2
195,13,16,3,8,6
195,14,4,9,7,17
196,1,9,12,14,5
196,2,13,10,15,6
196,3,11,14,16,7
196,4,12,8,15,17
196,5,1,16,13,9
196,6,10,17,14,2
196,7,11,3,1,15
196,8,12,4,2,16
196,9,3,13,5,17
196,10,4,1,6,14
196,11,5,7,15,2
196,12,3,16,6,8
196,13,7,4,17,9
196,14,5,8,1,10
197,1,13,15,6,10
197,2,11,16,14,7
197,3,8,17,15,12
197,4,1,13,16,9
197,5,17,14,2,10
197,6,1,15,3,11
197,7,2,4,12,16
197,8,17,5,13,3
197,9,6,1,14,4
197,10,7,15,5,2
197,11,6,3,16,8
197,12,17,7,9,4
197,13,1,10,8,5
197,14,9,6,11,2
198,1,16,11,14,7
198,2,17,15,8,12
198,3,13,9,16,1
198,4,10,2,17,14
198,5,1,3,11,15
198,6,2,16,12,4
198,7,3,5,17,13
198,8,1,14,4,6
198,9,2,15,7,5
198,10,16,6,8,3
198,11,7,4,17,9
198,12,10,1,5,8
198,13,9,11,6,2
198,14,7,3,10,12
199,1,17,12,8,15
199,2,16,13,9,1
199,3,2,10,17,14
199,4,3,11,1,15
199,5,12,2,4,16
199,6,13,3,5,17
199,7,14,1,6,4
199,8,2,5,15,7
199,9,8,6,3,16
199,10,7,4,9,17
199,11,8,10,5,1
199,12,9,11,6,2
199,13,7,3,12,10
199,14,8,11,13,4
200,1,16,1,13,9
200,2,2,10,17,14
200,3,3,1,11,15
200,4,2,4,12,16
200,5,5,3,13,17
200,6,4,14,6,1
200,7,5,2,7,15
200,8,6,8,3,16
200,9,7,17,4,9
200,10,5,10,8,1
200,11,6,9,2,11
200,12,12,7,10,3
200,13,4,11,13,8
200,14,14,12,9,5
201,1,10,14,17,2
201,2,11,3,1,15
201,3,2,12,16,4
201,4,13,5,3,17
201,5,4,14,6,1
201,6,2,15,7,5
201,7,6,8,3,16
201,8,7,4,17,9
201,9,8,1,10,5
201,10,2,6,11,9
201,11,3,12,10,7
201,12,4,8,13,11
201,13,12,9,14,5
201,14,15,6,10,13
202,1,1,3,11,15
202,2,16,4,2,12
202,3,17,5,3,13
202,4,6,4,14,1
202,5,2,15,5,7
202,6,3,6,8,16
202,7,4,9,17,7
202,8,1,5,10,8
202,9,9,6,11,2
202,10,10,7,12,3
202,11,13,4,11,8
202,12,9,14,12,5
202,13,10,6,15,13
202,14,16,11,14,7
203,1,16,4,2,12
203,2,5,13,17,3
203,3,1,14,6,4
203,4,7,2,15,5
203,5,6,8,3,16
203,6,17,4,7,9
203,7,5,8,10,1
203,8,9,6,11,2
203,9,12,10,3,7
203,10,8,4,13,11
203,11,12,14,5,9
203,12,6,10,15,13
203,13,7,16,11,14
203,14,12,8,15,17
204,1,17,5,3,13
204,2,14,6,4,1
204,3,7,15,5,2
204,4,3,6,16,8
204,5,4,9,17,7
204,6,10,1,5,8
204,7,11,9,2,6
204,8,10,7,3,12
204,9,11,4,13,8
204,10,12,9,5,14
204,11,6,13,10,15
204,12,16,7,14,11
204,13,12,17,15,8
204,14,1,16,9,13
205,1,1,7,5,2
205,2,8,3,6,2
205,3,4,7,9,3
205,4,5,10,4,8
205,5,9,6,11,5
205,6,12,6,7,10
205,7,7,11,8,13
205,8,14,8,9,12
205,9,13,10,15,9
205,10,16,10,11,14
205,11,17,12,15,11
205,12,1,12,13,16
205,13,17,14,2,13
205,14,15,14,3,1
206,1,8,6,2,3
206,2,7,4,3,9
206,3,4,8,5,10
206,4,11,5,6,9
206,5,6,10,7,12
206,6,11,7,13,8
206,7,8,14,9,12
206,8,13,15,10,9
206,9,11,10,14,16
206,10,17,12,11,15
206,11,12,1,16,13
206,12,17,13,14,2
206,13,3,1,14,15
206,14,16,15,2,4
207,1,3,9,7,4
207,2,4,5,10,8
207,3,9,5,11,6
207,4,12,6,7,10
207,5,8,7,11,13
207,6,9,14,12,8
207,7,15,13,10,9
207,8,16,11,10,14
207,9,11,12,17,15
207,10,12,13,1,16
207,11,13,14,17,2
207,12,14,15,1,3
207,13,15,4,16,2
207,14,17,5,16,3
208,1,8,5,10,4
208,2,5,6,11,9
208,3,10,12,7,6
208,4,8,13,11,7
208,5,14,9,12,8
208,6,9,15,13,10
208,7,16,14,11,10
208,8,17,11,15,12
208,9,13,1,16,12
208,10,14,2,17,13
208,11,15,3,1,14
208,12,4,2,15,16
208,13,3,17,16,5
208,14,17,4,1,6
209,1,6,9,11,5
209,2,10,12,6,7
209,3,7,13,8,11
209,4,9,8,14,12
209,5,10,13,15,9
209,6,14,16,10,11
209,7,17,11,12,15
209,8,16,12,1,13
209,9,14,17,2,13
209,10,3,1,15,14
209,11,16,4,2,15
209,12,17,16,5,3
209,13,6,17,1,4
209,14,5,2,7,1
210,1,7,10,6,12
210,2,11,7,8,13
210,3,12,9,14,8
210,4,13,9,10,15
210,5,14,11,16,10
210,6,12,17,11,15
210,7,13,1,12,16
210,8,13,2,14,17
210,9,3,1,14,15
210,10,15,16,4,2
210,11,17,16,3,5
210,12,17,4,6,1
210,13,7,5,2,1
210,14,6,8,2,3
211,1,8,11,13,7
211,2,12,8,14,9
211,3,13,15,10,9
211,4,11,16,14,10
211,5,11,17,15,12
211,6,1,16,13,12
211,7,13,14,17,2
211,8,3,14,1,15
211,9,16,15,2,4
211,10,16,5,17,3
211,11,17,4,6,1
211,12,1,5,7,2
211,13,6,2,8,3
211,14,9,3,7,4
212,1,12,8,9,14
212,2,15,13,10,9
212,3,14,16,11,10
212,4,12,17,11,15
212,5,13,1,12,16
212,6,2,13,17,14
212,7,14,15,1,3
212,8,4,15,16,2
212,9,16,3,5,17
212,10,4,17,1,6
212,11,7,1,5,2
212,12,6,8,2,3
212,13,4,9,7,3
212,14,8,4,10,5
213,1,13,9,10,15
213,2,10,14,16,11
213,3,15,12,17,11
213,4,16,1,13,12
213,5,13,17,2,14
213,6,3,14,1,15
213,7,4,15,16,2
213,8,5,3,17,16
213,9,1,6,17,4
213,10,2,7,1,5
213,11,2,3,8,6
213,12,4,3,7,9
213,13,4,10,5,8
213,14,9,5,6,11
214,1,10,14,11,16
214,2,11,12,15,17
214,3,16,12,13,1
214,4,2,17,14,13
214,5,15,3,1,14
214,6,2,15,16,4
214,7,16,5,17,3
214,8,4,1,17,6
214,9,5,1,2,7
214,10,6,8,2,3
214,11,3,9,4,7
214,12,8,4,5,10
214,13,5,9,11,6
214,14,12,7,10,6
215,1,15,12,17,11
215,2,12,1,13,16
215,3,2,17,13,14
215,4,15,14,3,1
215,5,4,15,16,2
215,6,16,3,17,5
215,7,1,6,4,17
215,8,7,2,5,1
215,9,2,6,3,8
215,10,3,4,7,9
215,11,8,10,4,5
215,12,9,6,11,5
215,13,6,10,7,12
215,14,8,13,7,11
216,1,12,16,1,13
216,2,17,14,2,13
216,3,3,15,1,14
216,4,16,2,4,15
216,5,16,5,3,17
216,6,17,4,1,6
216,7,1,2,5,7
216,8,6,8,3,2
216,9,7,4,9,3
216,10,8,10,5,4
216,11,9,5,11,6
216,12,12,10,6,7
216,13,11,8,13,7
216,14,8,12,14,9
217,1,2,17,13,14
217,2,3,1,15,14
217,3,4,15,2,16
217,4,16,5,17,3
217,5,6,4,17,1
217,6,1,2,7,5
217,7,8,6,3,2
217,8,3,7,9,4
217,9,8,4,5,10
217,10,5,6,9,11
217,11,6,12,7,10
217,12,11,7,13,8
217,13,9,14,8,12
217,14,10,9,15,13
218,1,15,1,3,14
218,2,4,2,16,15
218,3,16,3,17,5
218,4,1,17,4,6
218,5,2,1,7,5
218,6,3,2,6,8
218,7,3,7,4,9
218,8,10,5,8,4
218,9,9,5,6,11
218,10,6,7,10,12
218,11,7,13,11,8
218,12,12,14,9,8
218,13,9,13,15,10
218,14,11,10,14,16
219,1,4,2,16,15
219,2,3,5,16,17
219,3,6,4,1,17
219,4,1,2,5,7
219,5,3,8,2,6
219,6,7,3,9,4
219,7,5,4,8,10
219,8,9,5,6,11
219,9,10,6,12,7
219,10,13,7,11,8
219,11,9,14,8,12
219,12,15,10,9,13
219,13,10,14,16,11
219,14,17,12,11,15
220,1,5,16,17,3
220,2,1,4,17,6
220,3,1,7,5,2
220,4,6,3,2,8
220,5,3,9,4,7
220,6,4,5,10,8
220,7,6,5,11,9
220,8,6,12,7,10
220,9,7,13,8,11
220,10,14,9,12,8
220,11,15,9,10,13
220,12,14,16,11,10
220,13,12,15,17,11
220,14,13,16,12,1
221,1,1,4,17,6
221,2,1,7,2,5
221,3,2,6,3,8
221,4,4,9,3,7
221,5,5,10,4,8
221,6,6,5,9,11
221,7,7,6,10,12
221,8,8,11,7,13
221,9,12,8,9,14
221,10,15,13,9,10
221,11,10,16,11,14
221,12,15,11,17,12
221,13,16,13,12,1
221,14,17,14,13,2
222,1,8,9,3,1
222,2,10,4,2,9
222,3,11,10,5,3
222,4,12,6,11,4
222,5,12,5,7,13
222,6,6,14,8,13
222,7,15,14,7,9
222,8,16,8,10,15
222,9,16,9,11,17
222,10,17,10,1,12
222,11,1,11,2,13
222,12,3,12,2,14
222,13,4,3,13,15
222,14,16,5,4,14
223,1,10,2,4,9
223,2,5,3,10,11
223,3,4,12,11,6
223,4,13,12,5,7
223,5,8,6,14,13
223,6,7,14,15,9
223,7,16,15,10,8
223,8,17,11,16,9
223,9,10,17,12,1
223,10,2,11,1,13
223,11,12,14,2,3
223,12,4,13,15,3
223,13,14,16,4,5
223,14,17,6,5,15
224,1,3,5,11,10
224,2,6,11,12,4
224,3,5,7,12,13
224,4,14,13,8,6
224,5,15,14,7,9
224,6,15,10,8,16
224,7,16,11,17,9
224,8,12,17,10,1
224,9,13,1,11,2
224,10,14,12,2,3
224,11,13,3,4,15
224,12,14,4,16,5
224,13,15,6,5,17
224,14,16,1,6,7
225,1,11,6,12,4
225,2,7,5,12,13
225,3,6,13,14,8
225,4,15,7,9,14
225,5,15,8,10,16
225,6,11,17,16,9
225,7,1,10,17,12
225,8,11,1,13,2
225,9,14,12,2,3
225,10,15,3,13,4
225,11,5,4,16,14
225,12,15,17,6,5
225,13,16,1,6,7
225,14,8,17,2,7
226,1,12,5,7,13
226,2,14,8,6,13
226,3,9,15,14,7
226,4,8,16,10,15
226,5,9,17,16,11
226,6,12,10,1,17
226,7,1,11,13,2
226,8,14,3,2,12
226,9,3,13,15,4
226,10,14,16,5,4
226,11,6,17,5,15
226,12,7,1,16,6
226,13,2,17,7,8
226,14,3,1,9,8
227,1,14,8,6,13
227,2,7,15,9,14
227,3,8,10,15,16
227,4,17,11,9,16
227,5,10,12,17,1
227,6,2,1,11,13
227,7,2,12,14,3
227,8,13,3,15,4
227,9,4,14,5,16
227,10,6,17,15,5
227,11,7,6,1,16
227,12,17,2,8,7
227,13,8,1,9,3
227,14,4,9,2,10
228,1,7,9,15,14
228,2,15,8,16,10
228,3,17,11,9,16
228,4,10,1,17,12
228,5,11,1,13,2
228,6,12,2,14,3
228,7,15,13,4,3
228,8,4,16,5,14
228,9,6,17,15,5
228,10,1,16,7,6
228,11,2,17,7,8
228,12,8,3,1,9
228,13,4,9,10,2
228,14,11,5,3,10
229,1,10,8,16,15
229,2,11,16,17,9
229,3,17,12,10,1
229,4,1,2,13,11
229,5,2,12,3,14
229,6,3,15,4,13
229,7,5,16,14,4
229,8,15,17,5,6
229,9,6,7,16,1
229,10,17,8,2,7
229,11,1,8,3,9
229,12,9,4,10,2
229,13,5,11,10,3
229,14,11,6,4,12
230,1,9,11,17,16
230,2,12,10,17,1
230,3,11,13,2,1
230,4,12,2,14,3
230,5,15,13,4,3
230,6,5,14,4,16
230,7,6,17,5,15
230,8,6,16,7,1
230,9,2,17,8,7
230,10,1,9,3,8
230,11,2,9,4,10
230,12,11,5,10,3
230,13,12,4,6,11
230,14,5,12,13,7
231,1,1,12,17,10
231,2,13,1,2,11
231,3,12,2,3,14
231,4,13,4,15,3
231,5,5,16,14,4
231,6,17,6,15,5
231,7,6,7,1,16
231,8,2,7,17,8
231,9,9,1,8,3
231,10,2,9,4,10
231,11,3,5,10,11
231,12,6,12,4,11
231,13,7,13,12,5
231,14,6,14,8,13
232,1,11,13,1,2
232,2,14,12,2,3
232,3,13,15,3,4
232,4,4,14,16,5
232,5,6,17,15,5
232,6,7,16,1,6
232,7,17,7,8,2
232,8,9,8,3,1
232,9,9,4,10,2
232,10,3,11,10,5
232,11,12,4,6,11
232,12,12,7,13,5
232,13,6,14,8,13
232,14,15,7,9,14
233,1,2,12,14,3
233,2,13,4,15,3
233,3,5,14,4,16
233,4,5,15,6,17
233,5,1,7,6,16
233,6,8,7,2,17
233,7,8,9,3,1
233,8,9,10,2,4
233,9,11,10,5,3
233,10,6,11,12,4
233,11,13,7,12,5
233,12,14,6,13,8
233,13,14,7,9,15
233,14,10,15,16,8
234,1,3,13,15,4
234,2,4,5,14,16
234,3,5,6,15,17
234,4,1,16,6,7
234,5,7,2,8,17
234,6,9,8,1,3
234,7,9,10,2,4
234,8,10,11,3,5
234,9,6,11,12,4
234,10,7,13,12,5
234,11,13,14,6,8
234,12,9,14,15,7
234,13,10,16,8,15
234,14,9,11,17,16
235,1,5,14,16,4
235,2,17,15,6,5
235,3,16,6,7,1
235,4,8,2,7,17
235,5,3,9,8,1
235,6,2,9,10,4
235,7,11,10,5,3
235,8,11,12,6,4
235,9,7,13,12,5
235,10,8,14,13,6
235,11,7,9,14,15
235,12,15,10,8,16
235,13,17,11,16,9
235,14,10,17,1,12
236,1,15,6,17,5
236,2,7,1,6,16
236,3,7,8,17,2
236,4,1,3,9,8
236,5,10,2,4,9
236,6,3,5,10,11
236,7,12,4,6,11
236,8,13,7,5,12
236,9,6,14,13,8
236,10,9,14,15,7
236,11,16,8,10,15
236,12,17,16,9,11
236,13,1,10,17,12
236,14,1,11,2,13
237,1,6,7,16,1
237,2,17,7,2,8
237,3,9,3,1,8
237,4,2,9,10,4
237,5,11,3,10,5
237,6,6,4,12,11
237,7,13,7,5,12
237,8,14,8,13,6
237,9,15,14,9,7
237,10,15,8,10,16
237,11,11,9,16,17
237,12,17,12,1,10
237,13,1,11,2,13
237,14,2,14,3,12
238,1,2,7,17,8
238,2,1,3,9,8
238,3,2,10,9,4
238,4,3,5,10,11
238,5,11,4,12,6
238,6,13,7,12,5
238,7,13,14,6,8
238,8,14,7,9,15
238,9,15,16,10,8
238,10,11,16,17,9
238,11,12,1,10,17
238,12,1,11,13,2
238,13,12,2,3,14
238,14,3,15,4,13
239,1,4,5,1,12
239,2,6,2,13,5
239,3,6,7,3,14
239,4,15,7,8,4
239,5,9,16,8,5
239,6,17,10,9,6
239,7,10,11,1,7
239,8,12,8,2,11
239,9,9,12,13,3
239,10,13,10,14,4
239,11,15,14,5,11
239,12,12,15,16,6
239,13,13,7,16,17
239,14,14,8,17,1
240,1,13,5,6,2
240,2,6,7,3,14
240,3,4,15,7,8
240,4,5,8,9,16
240,5,6,10,9,17
240,6,11,1,10,7
240,7,12,11,2,8
240,8,13,9,3,12
240,9,13,4,10,14
240,10,5,15,11,14
240,11,12,6,16,15
240,12,16,7,13,17
240,13,8,1,14,17
240,14,15,1,9,2
241,1,14,3,7,6
241,2,7,15,8,4
241,3,8,9,5,16
241,4,17,6,9,10
241,5,11,7,1,10
241,6,2,12,8,11
241,7,13,3,12,9
241,8,10,13,14,4
241,9,5,14,11,15
241,10,12,15,16,6
241,11,13,7,17,16
241,12,1,8,17,14
241,13,2,15,9,1
241,14,10,16,2,3
242,1,7,4,15,8
242,2,8,9,16,5
242,3,17,6,10,9
242,4,10,1,7,11
242,5,11,12,8,2
242,6,12,13,3,9
242,7,14,4,13,10
242,8,15,14,11,5
242,9,12,16,15,6
242,10,16,17,7,13
242,11,14,1,8,17
242,12,1,9,2,15
242,13,16,3,10,2
242,14,17,11,3,4
243,1,5,16,8,9
243,2,9,10,17,6
243,3,10,11,1,7
243,4,8,2,12,11
243,5,13,12,9,3
243,6,13,10,4,14
243,7,5,14,15,11
243,8,16,15,6,12
243,9,16,17,13,7
243,10,1,14,8,17
243,11,15,9,2,1
243,12,2,10,16,3
243,13,11,17,3,4
243,14,5,4,12,1
244,1,6,17,9,10
244,2,11,1,7,10
244,3,11,8,12,2
244,4,3,13,9,12
244,5,14,10,4,13
244,6,11,15,5,14
244,7,6,16,12,15
244,8,7,16,13,17
244,9,8,1,17,14
244,10,15,2,9,1
244,11,2,16,10,3
244,12,4,11,3,17
244,13,1,4,12,5
244,14,2,13,5,6
245,1,1,7,10,11
245,2,8,11,12,2
245,3,9,13,12,3
245,4,10,13,4,14
245,5,14,5,11,15
245,6,15,12,16,6
245,7,16,13,17,7
245,8,1,14,8,17
245,9,9,1,2,15
245,10,10,2,16,3
245,11,17,3,11,4
245,12,1,5,12,4
245,13,6,5,13,2
245,14,3,7,14,6
246,1,12,11,8,2
246,2,3,9,13,12
246,3,10,4,13,14
246,4,11,5,15,14
246,5,6,12,15,16
246,6,13,16,7,17
246,7,14,1,8,17
246,8,9,15,2,1
246,9,16,3,2,10
246,10,11,3,17,4
246,11,4,12,1,5
246,12,5,13,6,2
246,13,7,3,14,6
246,14,7,8,15,4
247,1,13,9,3,12
247,2,10,14,4,13
247,3,15,11,14,5
247,4,12,6,15,16
247,5,13,17,7,16
247,6,1,17,14,8
247,7,9,1,15,2
247,8,2,3,10,16
247,9,11,3,17,4
247,10,12,1,5,4
247,11,6,5,13,2
247,12,3,6,14,7
247,13,8,15,7,4
247,14,8,16,9,5
248,1,13,4,14,10
248,2,15,5,14,11
248,3,16,15,6,12
248,4,16,17,13,7
248,5,1,8,17,14
248,6,15,9,2,1
248,7,2,16,10,3
248,8,3,17,4,11
248,9,1,5,4,12
248,10,5,2,6,13
248,11,14,7,3,6
248,12,8,7,4,15
248,13,8,16,5,9
248,14,10,9,17,6
249,1,11,15,14,5
249,2,16,12,6,15
249,3,17,13,16,7
249,4,17,1,14,8
249,5,2,9,15,1
249,6,2,3,10,16
249,7,3,4,17,11
249,8,1,4,5,12
249,9,6,5,13,2
249,10,14,6,7,3
249,11,15,4,7,8
249,12,8,16,5,9
249,13,17,6,10,9
249,14,10,1,11,7
250,1,16,15,6,12
250,2,13,17,7,16
250,3,17,14,1,8
250,4,9,2,15,1
250,5,2,10,3,16
